"","Federal Provider Number","facility_size","allshortages_ppe","allshortages_staff","Provider State","totdeaths_residents","anyshortage_staff","anyshortage_ppe"
"3001","145730","2",0,25,"IL",90.2,"1","0"
"3002","145731","1",0,29,"IL",158.7,"1","0"
"3003","145732","2",1,19,"IL",67.3,"1","1"
"3004","145734","2",0,30,"IL",148.8,"1","0"
"3005","145735","2",0,30,"IL",14,"1","0"
"3006","145736","2",0,28,"IL",180.5,"1","0"
"3007","145737","2",0,29,"IL",115.4,"1","0"
"3008","145739","2",1,30,"IL",59.9,"1","1"
"3009","145741","2",0,3,"IL",6666.7,"1","0"
"3010","145743","1",0,5,"IL",0,"1","0"
"3011","145744","1",0,16,"IL",0,"1","0"
"3012","145751","2",1,29,"IL",43.9,"1","1"
"3013","145752","2",0,27,"IL",113,"1","0"
"3014","145753","2",0,29,"IL",9.1,"1","0"
"3015","145757","1",1,30,"IL",166.7,"1","1"
"3016","145757","2",1,30,"IL",166.7,"1","1"
"3017","145758","2",0,29,"IL",60,"1","0"
"3018","145759","1",0,0,"IL",0,"0","0"
"3019","145760","1",0,0,"IL",0,"0","0"
"3020","145761","2",0,30,"IL",116.7,"1","0"
"3021","145764","2",0,22,"IL",100,"1","0"
"3022","145765","2",0,30,"IL",92.6,"1","0"
"3023","145767","2",0,30,"IL",159.1,"1","0"
"3024","145768","1",0,30,"IL",29.9,"1","0"
"3025","145769","1",0,28,"IL",250,"1","0"
"3026","145770","1",0,30,"IL",205.9,"1","0"
"3027","145771","2",0,28,"IL",68.7,"1","0"
"3028","145772","2",0,0,"IL",62.5,"0","0"
"3029","145773","2",0,4,"IL",0,"1","0"
"3030","145774","1",0,0,"IL",236.8,"0","0"
"3031","145775","2",0,30,"IL",143.9,"1","0"
"3032","145776","2",0,28,"IL",212.1,"1","0"
"3033","145778","2",2,30,"IL",44.4,"1","1"
"3034","145779","2",0,30,"IL",150.7,"1","0"
"3035","145781","2",0,0,"IL",157.9,"0","0"
"3036","145783","2",0,23,"IL",470.6,"1","0"
"3037","145784","2",0,30,"IL",0,"1","0"
"3038","145785","1",0,9,"IL",28.6,"1","0"
"3039","145786","1",0,30,"IL",1076.9,"1","0"
"3040","145789","1",0,30,"IL",145.8,"1","0"
"3041","145791","1",0,23,"IL",127.7,"1","0"
"3042","145792","2",0,29,"IL",226.4,"1","0"
"3043","145793","2",0,30,"IL",0,"1","0"
"3044","145794","1",0,25,"IL",113.6,"1","0"
"3045","145795","2",0,30,"IL",189,"1","0"
"3046","145796","2",0,3,"IL",12.7,"1","0"
"3047","145798","2",0,0,"IL",79.5,"0","0"
"3048","145800","2",0,29,"IL",19,"1","0"
"3049","145801","1",0,29,"IL",32.3,"1","0"
"3050","145803","2",0,28,"IL",0,"1","0"
"3051","145804","2",0,28,"IL",0,"1","0"
"3052","145806","2",0,30,"IL",43.9,"1","0"
"3053","145807","1",0,3,"IL",235.3,"1","0"
"3054","145809","2",0,29,"IL",48.5,"1","0"
"3055","145811","2",7,30,"IL",0,"1","1"
"3056","145818","2",0,30,"IL",333.3,"1","0"
"3057","145819","2",0,29,"IL",163,"1","0"
"3058","145820","1",0,0,"IL",370.4,"0","0"
"3059","145821","2",0,20,"IL",344.8,"1","0"
"3060","145825","1",0,0,"IL",19.2,"0","0"
"3061","145827","1",0,27,"IL",0,"1","0"
"3062","145828","2",0,11,"IL",51,"1","0"
"3063","145829","2",0,16,"IL",28.8,"1","0"
"3064","145830","2",0,0,"IL",35,"0","0"
"3065","145832","2",0,30,"IL",93.8,"1","0"
"3066","145834","2",0,23,"IL",100.7,"1","0"
"3067","145835","2",0,26,"IL",190.1,"1","0"
"3068","145836","1",0,4,"IL",0,"1","0"
"3069","145837","1",0,29,"IL",156.9,"1","0"
"3070","145838","2",0,18,"IL",231.3,"1","0"
"3071","145839","1",0,20,"IL",0,"1","0"
"3072","145840","2",0,29,"IL",61.2,"1","0"
"3073","145841","2",0,30,"IL",403.8,"1","0"
"3074","145842","1",0,0,"IL",23.8,"0","0"
"3075","145843","2",0,26,"IL",352.1,"1","0"
"3076","145844","2",0,30,"IL",59.4,"1","0"
"3077","145846","2",0,17,"IL",0,"1","0"
"3078","145847","2",1,24,"IL",246.2,"1","1"
"3079","145848","1",1,30,"IL",2000,"1","1"
"3080","145850","2",0,30,"IL",0,"1","0"
"3081","145851","1",0,19,"IL",114.3,"1","0"
"3082","145852","1",0,29,"IL",0,"1","0"
"3083","145852","2",0,29,"IL",0,"1","0"
"3084","145853","2",0,30,"IL",98.9,"1","0"
"3085","145857","1",0,27,"IL",290.3,"1","0"
"3086","145858","2",0,19,"IL",0,"1","0"
"3087","145862","2",1,28,"IL",75.5,"1","1"
"3088","145866","1",0,9,"IL",18.2,"1","0"
"3089","145867","2",0,30,"IL",264,"1","0"
"3090","145869","1",0,30,"IL",71.4,"1","0"
"3091","145872","2",0,30,"IL",150.4,"1","0"
"3092","145874","2",0,27,"IL",109.5,"1","0"
"3093","145875","1",0,30,"IL",177.4,"1","0"
"3094","145878","2",0,28,"IL",196.7,"1","0"
"3095","145879","1",0,26,"IL",87.7,"1","0"
"3096","145880","1",0,30,"IL",117.6,"1","0"
"3097","145881","2",0,30,"IL",76.9,"1","0"
"3098","145883","2",0,24,"IL",27,"1","0"
"3099","145885","2",0,20,"IL",171.4,"1","0"
"3100","145886","1",0,0,"IL",175,"0","0"
"3101","145887","2",0,30,"IL",246.4,"1","0"
"3102","145888","2",0,30,"IL",67.2,"1","0"
"3103","145890","1",0,28,"IL",66.7,"1","0"
"3104","145891","2",0,26,"IL",64.5,"1","0"
"3105","145892","2",0,26,"IL",339.6,"1","0"
"3106","145893","2",0,30,"IL",51.3,"1","0"
"3107","145895","2",0,0,"IL",250,"0","0"
"3108","145897","1",0,26,"IL",215.7,"1","0"
"3109","145898","2",0,28,"IL",13.9,"1","0"
"3110","145901","2",0,30,"IL",131.9,"1","0"
"3111","145903","2",0,0,"IL",122,"0","0"
"3112","145904","2",0,27,"IL",666.7,"1","0"
"3113","145905","1",0,0,"IL",47.6,"0","0"
"3114","145906","1",0,30,"IL",185.2,"1","0"
"3115","145907","1",0,30,"IL",138.9,"1","0"
"3116","145908","2",2,30,"IL",68.6,"1","1"
"3117","145909","1",0,27,"IL",58.8,"1","0"
"3118","145910","1",0,30,"IL",0,"1","0"
"3119","145911","1",0,27,"IL",175,"1","0"
"3120","145913","1",1,28,"IL",40.8,"1","1"
"3121","145917","1",0,29,"IL",172.4,"1","0"
"3122","145918","1",0,24,"IL",79.4,"1","0"
"3123","145920","1",0,13,"IL",225,"1","0"
"3124","145921","1",0,26,"IL",166.7,"1","0"
"3125","145923","2",0,14,"IL",166.7,"1","0"
"3126","145926","2",0,29,"IL",21.7,"1","0"
"3127","145927","2",0,29,"IL",226.7,"1","0"
"3128","145928","2",0,28,"IL",77.9,"1","0"
"3129","145930","1",1,30,"IL",29.4,"1","1"
"3130","145932","1",1,30,"IL",54.5,"1","1"
"3131","145933","1",0,27,"IL",125,"1","0"
"3132","145935","2",0,30,"IL",100,"1","0"
"3133","145936","2",0,26,"IL",154.9,"1","0"
"3134","145937","2",0,26,"IL",44.3,"1","0"
"3135","145939","2",0,17,"IL",109.9,"1","0"
"3136","145944","1",0,24,"IL",0,"1","0"
"3137","145945","1",0,28,"IL",0,"1","0"
"3138","145946","2",0,21,"IL",72.6,"1","0"
"3139","145947","1",0,29,"IL",0,"1","0"
"3140","145948","1",0,0,"IL",0,"0","0"
"3141","145949","2",0,3,"IL",153.8,"1","0"
"3142","145950","2",0,25,"IL",305.6,"1","0"
"3143","145951","1",0,28,"IL",0,"1","0"
"3144","145952","1",2,28,"IL",156.3,"1","1"
"3145","145953","1",0,30,"IL",0,"1","0"
"3146","145956","2",0,29,"IL",160.3,"1","0"
"3147","145958","1",0,30,"IL",58.8,"1","0"
"3148","145960","2",0,30,"IL",137.5,"1","0"
"3149","145963","2",0,30,"IL",63.8,"1","0"
"3150","145964","1",0,1,"IL",0,"1","0"
"3151","145967","2",0,30,"IL",177,"1","0"
"3152","145968","1",0,27,"IL",195.7,"1","0"
"3153","145969","2",0,30,"IL",52.1,"1","0"
"3154","145970","2",0,30,"IL",57,"1","0"
"3155","145971","2",0,27,"IL",225.4,"1","0"
"3156","145972","1",1,18,"IL",0,"1","1"
"3157","145974","2",0,28,"IL",141.2,"1","0"
"3158","145975","1",0,0,"IL",136.4,"0","0"
"3159","145975","2",0,0,"IL",136.4,"0","0"
"3160","145977","2",0,28,"IL",326.3,"1","0"
"3161","145978","1",1,1,"IL",0,"1","1"
"3162","145979","1",0,29,"IL",0,"1","0"
"3163","145980","2",0,18,"IL",0,"1","0"
"3164","145981","1",1,27,"IL",128.2,"1","1"
"3165","145982","2",0,29,"IL",160,"1","0"
"3166","145983","2",0,0,"IL",97.6,"0","0"
"3167","145984","1",0,30,"IL",57.1,"1","0"
"3168","145985","2",1,28,"IL",611.1,"1","1"
"3169","145986","1",0,30,"IL",93,"1","0"
"3170","145987","2",0,29,"IL",0,"1","0"
"3171","145988","1",0,0,"IL",0,"0","0"
"3172","145989","2",0,30,"IL",100,"1","0"
"3173","145990","1",2,29,"IL",416.7,"1","1"
"3174","145993","1",0,0,"IL",326.1,"0","0"
"3175","145994","2",0,26,"IL",150.9,"1","0"
"3176","145995","2",0,30,"IL",0,"1","0"
"3177","145996","1",0,29,"IL",46.5,"1","0"
"3178","145998","2",0,30,"IL",46.2,"1","0"
"3179","145999","1",0,30,"IL",293.1,"1","0"
"3180","146001","2",0,29,"IL",139.5,"1","0"
"3181","146002","1",0,1,"IL",0,"1","0"
"3182","146003","2",0,0,"IL",14.9,"0","0"
"3183","146006","1",1,29,"IL",151.5,"1","1"
"3184","146007","1",0,29,"IL",500,"1","0"
"3185","146008","1",0,30,"IL",176.5,"1","0"
"3186","146009","1",0,8,"IL",75,"1","0"
"3187","146010","1",0,30,"IL",0,"1","0"
"3188","146011","1",1,1,"IL",138.9,"1","1"
"3189","146014","1",0,30,"IL",71.4,"1","0"
"3190","146015","2",0,30,"IL",0,"1","0"
"3191","146016","2",0,0,"IL",11.9,"0","0"
"3192","146017","1",0,27,"IL",200,"1","0"
"3193","146018","2",0,5,"IL",46.5,"1","0"
"3194","146019","2",0,20,"IL",106.6,"1","0"
"3195","146020","1",0,1,"IL",22.2,"1","0"
"3196","146021","1",1,28,"IL",113.6,"1","1"
"3197","146025","1",0,18,"IL",0,"1","0"
"3198","146026","2",0,5,"IL",25.4,"1","0"
"3199","146028","2",0,1,"IL",56.1,"1","0"
"3200","146030","1",0,27,"IL",69,"1","0"
"3201","146031","2",0,29,"IL",30.8,"1","0"
"3202","146032","1",0,24,"IL",263.2,"1","0"
"3203","146033","1",0,26,"IL",404.8,"1","0"
"3204","146034","1",0,30,"IL",180,"1","0"
"3205","146036","2",0,26,"IL",212.1,"1","0"
"3206","146037","2",0,21,"IL",250,"1","0"
"3207","146038","1",0,23,"IL",0,"1","0"
"3208","146039","1",0,1,"IL",48.8,"1","0"
"3209","146040","1",0,0,"IL",81.1,"0","0"
"3210","146041","2",0,30,"IL",22.2,"1","0"
"3211","146042","1",1,15,"IL",18.5,"1","1"
"3212","146043","2",0,26,"IL",188.4,"1","0"
"3213","146045","1",0,12,"IL",78.9,"1","0"
"3214","146046","1",0,30,"IL",0,"1","0"
"3215","146047","1",0,24,"IL",22.2,"1","0"
"3216","146048","1",3,28,"IL",43.5,"1","1"
"3217","146049","1",0,0,"IL",76.9,"0","0"
"3218","146050","2",0,3,"IL",0,"1","0"
"3219","146051","1",0,3,"IL",264.7,"1","0"
"3220","146053","2",0,28,"IL",47.1,"1","0"
"3221","146054","1",0,27,"IL",0,"1","0"
"3222","146056","1",0,0,"IL",0,"0","0"
"3223","146057","1",0,13,"IL",343.8,"1","0"
"3224","146058","1",0,30,"IL",62.5,"1","0"
"3225","146059","2",0,28,"IL",234.6,"1","0"
"3226","146060","1",0,0,"IL",0,"0","0"
"3227","146061","1",0,29,"IL",95.2,"1","0"
"3228","146062","2",0,29,"IL",157.3,"1","0"
"3229","146063","1",0,30,"IL",0,"1","0"
"3230","146065","1",0,27,"IL",127.3,"1","0"
"3231","146066","1",0,25,"IL",105.3,"1","0"
"3232","146067","2",2,30,"IL",253.3,"1","1"
"3233","146068","2",0,29,"IL",92.1,"1","0"
"3234","146069","1",0,30,"IL",0,"1","0"
"3235","146070","1",0,30,"IL",0,"1","0"
"3236","146071","1",0,29,"IL",20,"1","0"
"3237","146074","2",0,0,"IL",33.9,"0","0"
"3238","146075","1",0,30,"IL",471.7,"1","0"
"3239","146076","2",0,29,"IL",184.2,"1","0"
"3240","146077","2",0,19,"IL",90.9,"1","0"
"3241","146078","1",0,30,"IL",0,"1","0"
"3242","146080","1",0,12,"IL",114.3,"1","0"
"3243","146082","1",0,12,"IL",0,"1","0"
"3244","146083","2",0,2,"IL",200,"1","0"
"3245","146084","1",0,0,"IL",153.8,"0","0"
"3246","146086","1",0,0,"IL",57.1,"0","0"
"3247","146088","1",0,14,"IL",90.9,"1","0"
"3248","146090","1",0,23,"IL",0,"1","0"
"3249","146091","2",0,30,"IL",469.7,"1","0"
"3250","146092","1",0,27,"IL",0,"1","0"
"3251","146093","2",0,30,"IL",215,"1","0"
"3252","146094","2",0,30,"IL",37.5,"1","0"
"3253","146095","2",0,21,"IL",67.4,"1","0"
"3254","146096","1",2,28,"IL",352.9,"1","1"
"3255","146097","2",0,0,"IL",0,"0","0"
"3256","146098","1",0,29,"IL",52.6,"1","0"
"3257","146099","1",0,29,"IL",245.6,"1","0"
"3258","146101","1",0,30,"IL",0,"1","0"
"3259","146102","2",0,30,"IL",218.8,"1","0"
"3260","146103","1",0,29,"IL",200,"1","0"
"3261","146104","1",0,0,"IL",0,"0","0"
"3262","146105","1",0,28,"IL",17.9,"1","0"
"3263","146106","1",0,0,"IL",0,"0","0"
"3264","146107","1",0,29,"IL",137.9,"1","0"
"3265","146108","1",0,30,"IL",62.5,"1","0"
"3266","146110","1",0,12,"IL",0,"1","0"
"3267","146111","1",0,6,"IL",260.9,"1","0"
"3268","146113","1",0,0,"IL",166.7,"0","0"
"3269","146114","2",0,0,"IL",0,"0","0"
"3270","146116","1",0,0,"IL",171.4,"0","0"
"3271","146117","1",0,0,"IL",0,"0","0"
"3272","146118","1",0,27,"IL",0,"1","0"
"3273","146119","1",0,11,"IL",130.4,"1","0"
"3274","146121","1",0,0,"IL",178.6,"0","0"
"3275","146123","1",0,30,"IL",0,"1","0"
"3276","146124","1",0,21,"IL",19.2,"1","0"
"3277","146125","2",0,28,"IL",0,"1","0"
"3278","146126","1",0,30,"IL",163.6,"1","0"
"3279","146127","1",0,30,"IL",468.8,"1","0"
"3280","146128","1",0,29,"IL",100,"1","0"
"3281","146130","2",0,30,"IL",168.4,"1","0"
"3282","146131","1",0,12,"IL",0,"1","0"
"3283","146132","2",0,0,"IL",125,"0","0"
"3284","146133","1",0,16,"IL",0,"1","0"
"3285","146134","2",0,21,"IL",211.8,"1","0"
"3286","146136","1",0,0,"IL",61.5,"0","0"
"3287","146138","1",0,28,"IL",24.4,"1","0"
"3288","146139","1",0,30,"IL",0,"1","0"
"3289","146140","1",0,30,"IL",272.7,"1","0"
"3290","146141","1",0,30,"IL",0,"1","0"
"3291","146142","1",0,30,"IL",116.3,"1","0"
"3292","146143","2",0,30,"IL",13.9,"1","0"
"3293","146144","1",0,27,"IL",347.8,"1","0"
"3294","146145","1",0,18,"IL",157.9,"1","0"
"3295","146146","1",0,29,"IL",0,"1","0"
"3296","146147","1",0,30,"IL",71.4,"1","0"
"3297","146148","1",0,17,"IL",111.1,"1","0"
"3298","146149","2",0,0,"IL",24.4,"0","0"
"3299","146151","1",0,30,"IL",0,"1","0"
"3300","146152","1",0,1,"IL",0,"1","0"
"3301","146153","2",0,30,"IL",51.7,"1","0"
"3302","146154","1",0,30,"IL",0,"1","0"
"3303","146155","1",0,29,"IL",32.3,"1","0"
"3304","146156","1",0,0,"IL",0,"0","0"
"3305","146157","1",0,0,"IL",0,"0","0"
"3306","146159","2",0,1,"IL",234.4,"1","0"
"3307","146160","1",0,29,"IL",0,"1","0"
"3308","146161","2",0,30,"IL",6.4,"1","0"
"3309","146162","1",0,23,"IL",29.4,"1","0"
"3310","146164","2",0,28,"IL",14.4,"1","0"
"3311","146165","1",0,29,"IL",310.3,"1","0"
"3312","146166","1",0,28,"IL",0,"1","0"
"3313","146167","1",1,26,"IL",193.5,"1","1"
"3314","146168","2",0,23,"IL",59.3,"1","0"
"3315","146169","1",0,25,"IL",25.3,"1","0"
"3316","146170","1",0,30,"IL",444.4,"1","0"
"3317","146171","2",0,30,"IL",84.5,"1","0"
"3318","146172","2",0,30,"IL",142.9,"1","0"
"3319","146173","1",0,30,"IL",60.6,"1","0"
"3320","146174","1",0,30,"IL",166.7,"1","0"
"3321","146175","1",0,27,"IL",228.6,"1","0"
"3322","146176","1",0,30,"IL",54.1,"1","0"
"3323","146177","1",0,1,"IL",454.5,"1","0"
"3324","146178","1",0,30,"IL",90.9,"1","0"
"3325","146179","2",0,30,"IL",136.4,"1","0"
"3326","146180","1",0,30,"IL",250,"1","0"
"3327","146181","2",0,30,"IL",17.5,"1","0"
"3328","146182","1",0,30,"IL",0,"1","0"
"3329","146183","1",0,30,"IL",178.6,"1","0"
"3330","146184","1",0,28,"IL",58.8,"1","0"
"3331","146185","1",0,16,"IL",279.1,"1","0"
"3332","146186","2",0,30,"IL",0,"1","0"
"3333","146187","1",0,30,"IL",48.4,"1","0"
"3334","146188","2",0,4,"IL",102.6,"1","0"
"3335","146189","1",0,29,"IL",69.8,"1","0"
"3336","146190","1",0,23,"IL",0,"1","0"
"3337","146191","2",0,30,"IL",43.5,"1","0"
"3338","146192","1",0,22,"IL",38.5,"1","0"
"3339","146194","1",0,2,"IL",0,"1","0"
"3340","146195","1",0,1,"IL",0,"1","0"
"3341","14A057","2",0,30,"IL",33.6,"1","0"
"3342","14A357","1",0,30,"IL",18.9,"1","0"
"3343","14A453","1",0,28,"IL",181.8,"1","0"
"3344","14A539","1",0,30,"IL",21.3,"1","0"
"3345","14E095","1",0,28,"IL",96.8,"1","0"
"3346","14E177","2",0,29,"IL",0,"1","0"
"3347","14E212","2",0,30,"IL",25.3,"1","0"
"3348","14E247","2",0,0,"IL",22.2,"0","0"
"3349","14E264","1",0,23,"IL",0,"1","0"
"3350","14E306","2",0,0,"IL",95.2,"0","0"
"3351","14E322","2",0,29,"IL",10.8,"1","0"
"3352","14E345","2",0,27,"IL",0,"1","0"
"3353","14E360","1",0,0,"IL",0,"0","0"
"3354","14E361","1",0,0,"IL",409.1,"0","0"
"3355","14E392","2",0,29,"IL",0,"1","0"
"3356","14E579","1",0,0,"IL",0,"0","0"
"3357","14E812","2",0,0,"IL",333.3,"0","0"
"3358","14E848","1",0,0,"IL",0,"0","0"
"3359","14E888","2",0,27,"IL",13.5,"1","0"
"3360","155003","2",0,30,"IN",161.8,"1","0"
"3361","155005","2",0,5,"IN",181.8,"1","0"
"3362","155006","1",0,11,"IN",0,"1","0"
"3363","155019","2",0,30,"IN",30.3,"1","0"
"3364","155022","2",0,27,"IN",420,"1","0"
"3365","155026","2",0,26,"IN",220,"1","0"
"3366","155029","2",0,30,"IN",17.9,"1","0"
"3367","155038","1",0,30,"IN",0,"1","0"
"3368","155039","2",0,30,"IN",56.6,"1","0"
"3369","155041","2",0,30,"IN",296.3,"1","0"
"3370","155042","2",0,30,"IN",16,"1","0"
"3371","155049","2",0,28,"IN",50.6,"1","0"
"3372","155053","1",0,30,"IN",0,"1","0"
"3373","155059","1",0,30,"IN",166.7,"1","0"
"3374","155061","1",0,29,"IN",0,"1","0"
"3375","155062","1",0,27,"IN",257.1,"1","0"
"3376","155064","2",0,29,"IN",421.9,"1","0"
"3377","155066","1",0,30,"IN",31.7,"1","0"
"3378","155070","2",0,0,"IN",134.1,"0","0"
"3379","155072","2",0,30,"IN",81.1,"1","0"
"3380","155073","1",0,30,"IN",0,"1","0"
"3381","155077","2",0,20,"IN",209.7,"1","0"
"3382","155086","1",0,6,"IN",103.4,"1","0"
"3383","155089","1",0,30,"IN",0,"1","0"
"3384","155094","1",0,30,"IN",0,"1","0"
"3385","155095","2",0,30,"IN",157.9,"1","0"
"3386","155100","2",0,30,"IN",120.9,"1","0"
"3387","155102","2",0,23,"IN",365.9,"1","0"
"3388","155103","2",0,29,"IN",46,"1","0"
"3389","155104","2",0,29,"IN",48.1,"1","0"
"3390","155106","2",0,30,"IN",244.7,"1","0"
"3391","155109","1",0,29,"IN",219.5,"1","0"
"3392","155115","2",0,30,"IN",24.1,"1","0"
"3393","155118","2",0,29,"IN",203.7,"1","0"
"3394","155120","2",0,12,"IN",126.6,"1","0"
"3395","155121","2",0,30,"IN",69.8,"1","0"
"3396","155124","2",0,29,"IN",196.7,"1","0"
"3397","155126","1",0,30,"IN",0,"1","0"
"3398","155128","1",0,30,"IN",357.1,"1","0"
"3399","155131","2",0,28,"IN",59.5,"1","0"
"3400","155132","2",0,30,"IN",0,"1","0"
"3401","155133","2",0,28,"IN",459,"1","0"
"3402","155135","1",0,30,"IN",109.1,"1","0"
"3403","155136","2",0,28,"IN",130.4,"1","0"
"3404","155137","1",0,29,"IN",272.7,"1","0"
"3405","155138","2",0,7,"IN",0,"1","0"
"3406","155139","2",0,30,"IN",345.7,"1","0"
"3407","155143","2",0,29,"IN",200,"1","0"
"3408","155145","2",0,0,"IN",27.8,"0","0"
"3409","155148","2",0,30,"IN",0,"1","0"
"3410","155149","2",0,30,"IN",15.2,"1","0"
"3411","155150","1",0,30,"IN",0,"1","0"
"3412","155152","2",0,30,"IN",228.1,"1","0"
"3413","155153","2",0,30,"IN",157.3,"1","0"
"3414","155154","2",0,30,"IN",115.4,"1","0"
"3415","155157","1",0,29,"IN",96.2,"1","0"
"3416","155158","1",1,30,"IN",244.4,"1","1"
"3417","155159","1",0,30,"IN",0,"1","0"
"3418","155160","2",0,30,"IN",200,"1","0"
"3419","155162","1",0,30,"IN",44.4,"1","0"
"3420","155165","2",0,30,"IN",53.3,"1","0"
"3421","155166","2",0,30,"IN",200,"1","0"
"3422","155167","2",0,30,"IN",104.7,"1","0"
"3423","155170","1",0,30,"IN",22.2,"1","0"
"3424","155171","2",0,30,"IN",318.8,"1","0"
"3425","155176","1",0,25,"IN",145.8,"1","0"
"3426","155178","2",0,16,"IN",106.4,"1","0"
"3427","155181","2",0,0,"IN",35.3,"0","0"
"3428","155183","2",0,30,"IN",187.5,"1","0"
"3429","155183","1",0,30,"IN",187.5,"1","0"
"3430","155187","2",0,29,"IN",29.4,"1","0"
"3431","155188","2",0,30,"IN",65,"1","0"
"3432","155191","1",0,3,"IN",133.3,"1","0"
"3433","155193","2",0,26,"IN",45.7,"1","0"
"3434","155196","1",0,22,"IN",51.7,"1","0"
"3435","155198","1",0,30,"IN",320,"1","0"
"3436","155199","2",0,30,"IN",197.7,"1","0"
"3437","155200","1",0,30,"IN",204.1,"1","0"
"3438","155202","2",0,29,"IN",85.1,"1","0"
"3439","155203","2",0,30,"IN",59.4,"1","0"
"3440","155205","2",0,0,"IN",82.4,"0","0"
"3441","155206","2",0,0,"IN",175.4,"0","0"
"3442","155207","2",0,2,"IN",104.2,"1","0"
"3443","155208","1",0,0,"IN",320.8,"0","0"
"3444","155209","2",0,0,"IN",35.7,"0","0"
"3445","155210","2",0,25,"IN",139.5,"1","0"
"3446","155211","1",0,2,"IN",90.9,"1","0"
"3447","155214","2",0,28,"IN",949.6,"1","0"
"3448","155215","2",0,30,"IN",0,"1","0"
"3449","155217","1",0,0,"IN",23.8,"0","0"
"3450","155218","2",0,30,"IN",139.8,"1","0"
"3451","155219","2",0,29,"IN",102.6,"1","0"
"3452","155220","2",0,30,"IN",306.8,"1","0"
"3453","155221","1",1,30,"IN",452.4,"1","1"
"3454","155222","1",0,17,"IN",154.9,"1","0"
"3455","155223","2",0,30,"IN",175.7,"1","0"
"3456","155224","2",0,30,"IN",110,"1","0"
"3457","155226","2",0,30,"IN",121.2,"1","0"
"3458","155228","1",0,30,"IN",0,"1","0"
"3459","155229","2",0,0,"IN",211.5,"0","0"
"3460","155230","2",0,30,"IN",310.8,"1","0"
"3461","155231","1",0,28,"IN",297.9,"1","0"
"3462","155232","1",0,30,"IN",0,"1","0"
"3463","155233","1",0,22,"IN",0,"1","0"
"3464","155234","1",0,27,"IN",0,"1","0"
"3465","155235","2",0,30,"IN",215.4,"1","0"
"3466","155236","2",0,7,"IN",119.6,"1","0"
"3467","155237","2",0,30,"IN",89.7,"1","0"
"3468","155241","2",0,29,"IN",48.8,"1","0"
"3469","155242","2",0,26,"IN",112.2,"1","0"
"3470","155243","2",0,26,"IN",141.2,"1","0"
"3471","155245","2",1,17,"IN",166.7,"1","1"
"3472","155246","2",0,0,"IN",0,"0","0"
"3473","155247","2",0,30,"IN",76.9,"1","0"
"3474","155248","2",0,22,"IN",27.8,"1","0"
"3475","155249","1",0,30,"IN",0,"1","0"
"3476","155251","2",0,0,"IN",0,"0","0"
"3477","155252","2",0,30,"IN",20.2,"1","0"
"3478","155253","1",0,30,"IN",0,"1","0"
"3479","155254","1",0,0,"IN",0,"0","0"
"3480","155255","2",0,25,"IN",60,"1","0"
"3481","155258","2",0,22,"IN",288.9,"1","0"
"3482","155262","1",0,29,"IN",106.4,"1","0"
"3483","155264","2",0,30,"IN",38,"1","0"
"3484","155265","2",0,1,"IN",296.3,"1","0"
"3485","155266","2",0,29,"IN",260,"1","0"
"3486","155267","1",0,30,"IN",160,"1","0"
"3487","155269","2",0,30,"IN",155.6,"1","0"
"3488","155270","1",0,1,"IN",83.3,"1","0"
"3489","155271","2",0,25,"IN",48.4,"1","0"
"3490","155272","2",0,30,"IN",33.3,"1","0"
"3491","155273","1",0,30,"IN",16.4,"1","0"
"3492","155274","1",0,29,"IN",0,"1","0"
"3493","155275","1",0,30,"IN",224.5,"1","0"
"3494","155278","2",0,30,"IN",9.4,"1","0"
"3495","155280","2",0,30,"IN",259.3,"1","0"
"3496","155282","2",0,19,"IN",139.2,"1","0"
"3497","155283","1",0,24,"IN",111.1,"1","0"
"3498","155286","1",0,30,"IN",153.8,"1","0"
"3499","155287","2",0,29,"IN",95.2,"1","0"
"3500","155289","2",0,30,"IN",156.3,"1","0"
"3501","155290","1",0,30,"IN",261.9,"1","0"
"3502","155291","2",0,30,"IN",227.3,"1","0"
"3503","155292","2",0,29,"IN",179.8,"1","0"
"3504","155295","1",0,0,"IN",0,"0","0"
"3505","155299","1",0,30,"IN",478.3,"1","0"
"3506","155303","1",0,26,"IN",464.3,"1","0"
"3507","155304","1",0,30,"IN",0,"1","0"
"3508","155305","1",1,28,"IN",0,"1","1"
"3509","155312","2",0,0,"IN",25.2,"0","0"
"3510","155319","2",0,30,"IN",266.7,"1","0"
"3511","155321","1",0,29,"IN",83.3,"1","0"
"3512","155322","1",1,30,"IN",211.3,"1","1"
"3513","155324","2",0,15,"IN",350,"1","0"
"3514","155325","1",0,30,"IN",0,"1","0"
"3515","155327","2",0,22,"IN",185.8,"1","0"
"3516","155328","1",0,30,"IN",30.8,"1","0"
"3517","155329","2",0,30,"IN",212.5,"1","0"
"3518","155330","1",0,30,"IN",0,"1","0"
"3519","155331","2",0,27,"IN",234.4,"1","0"
"3520","155332","1",0,30,"IN",83.3,"1","0"
"3521","155333","2",0,22,"IN",32.8,"1","0"
"3522","155334","2",0,1,"IN",80.4,"1","0"
"3523","155335","2",0,25,"IN",153.8,"1","0"
"3524","155336","1",1,22,"IN",133.3,"1","1"
"3525","155338","2",0,0,"IN",125,"0","0"
"3526","155341","1",0,30,"IN",0,"1","0"
"3527","155342","1",0,30,"IN",93,"1","0"
